partner_id,city,vehicle_type,joining_date
D01959,Hyderabad,Bike,2024-06-20
D01960,Mumbai,Scooter,2025-07-20
D01961,Hyderabad,Bike,2024-12-24
D01962,Mumbai,Bike,2025-12-27
D01963,Mumbai,Bike,2024-02-08
D01964,Delhi,Bike,2024-02-29
D01965,Bangalore,Scooter,2025-06-09
D01966,Delhi,Scooter,2024-09-10
D01967,Ahmedabad,Bike,2025-10-28
D01968,Ahmedabad,Bike,2025-08-09
D01969,Chennai,Bike,2024-01-18
D01970,Kolkata,Scooter,2025-12-13
D01971,Bangalore,Bike,2025-12-27
D01972,Bangalore,Scooter,2024-07-07
D01973,Bangalore,Bike,2025-04-11
D01974,Bangalore,Bike,2025-05-04
D01975,Chennai,Scooter,2024-01-29
D01976,Bangalore,Scooter,2025-07-11
D01977,Ahmedabad,Bike,2026-01-07
D01978,Pune,Bike,2024-11-03
D01979,Bangalore,Bike,2026-01-21
D01980,Chennai,Bike,2025-05-25
D01981,Kolkata,Scooter,2025-07-14
D01982,Hyderabad,Scooter,2025-02-22
D01983,Bangalore,Bike,2025-06-10
D01984,Mumbai,Bike,2025-12-15
D01985,Hyderabad,Scooter,2025-03-25
D01986,Chennai,Scooter,2025-02-14
D01987,Delhi,Scooter,2024-05-09
D01988,Kolkata,Scooter,2025-01-28
D01989,Delhi,Bike,2025-10-20
D01990,Ahmedabad,Scooter,2025-05-25
D01991,Bangalore,Bike,2025-06-29
D01992,Kolkata,Scooter,2024-04-26
D01993,Bangalore,Bike,2025-10-07
D01994,Chennai,Scooter,2025-02-08
D01995,Kolkata,Bike,2024-12-13
D01996,Delhi,Bike,2024-02-08
D01997,Bangalore,Bike,2025-11-11
D01998,Ahmedabad,Scooter,2025-04-22
D01999,Ahmedabad,Scooter,2024-08-25
D02000,Chennai,Bike,2025-02-11
