order_id,partner_id,pickup_time,delivered_time,distance_km
O088962,D01139,23:27:00,23:48:00,3.12
O088963,D00509,21:25:00,22:12:00,0.9
O088964,D01199,20:35:00,20:55:00,6.25
O088965,D00748,17:29:00,18:02:00,5.19
O088967,D00868,12:14:00,12:33:00,8.63
O088968,D01009,14:05:00,14:34:00,4.29
O088969,D00110,18:54:00,19:23:00,1.19
O088970,D01181,15:29:00,15:50:00,2.56
O088971,D01271,23:13:00,23:39:00,5.84
O088972,D00689,13:53:00,14:21:00,2.36
O088973,D01007,22:25:00,23:03:00,2.3
O088974,D00141,14:04:00,14:27:00,3.52
O088975,D01829,19:47:00,20:19:00,7.38
O088976,D01647,17:14:00,17:26:00,3.82
O088977,D00987,20:05:00,20:27:00,1.26
O088978,D00791,18:30:00,19:07:00,11.24
O088979,D01510,22:36:00,22:55:00,2.75
O088980,D00630,21:09:00,21:43:00,5.12
O088981,D01132,15:15:00,15:36:00,8.05
O088982,D01822,19:36:00,19:48:00,5.32
O088983,D00709,13:52:00,14:07:00,3.1
O088984,D01898,22:11:00,22:35:00,7.21
O088985,D00385,12:55:00,13:15:00,0.71
O088986,D01311,10:14:00,10:45:00,8.35
O088987,D00481,11:27:00,12:08:00,0.95
O088988,D01615,13:16:00,13:44:00,5.2
O088989,D00727,18:28:00,18:54:00,4.94
O088990,D01258,10:13:00,10:42:00,5.08
O088991,D00789,15:46:00,16:07:00,1.12
O088992,D01878,14:03:00,14:15:00,2.78
O088994,D01624,12:04:00,12:32:00,4.41
O088996,D01132,19:15:00,19:44:00,8.83
O088997,D00580,21:54:00,22:06:00,6.97
O088998,D00507,11:59:00,12:31:00,5.78
O089000,D00742,21:50:00,22:09:00,3.54
O089002,D00368,17:22:00,17:34:00,8.16
O089004,D01018,19:30:00,19:48:00,2.14
O089005,D00703,20:46:00,21:01:00,0.84
O089006,D00905,16:14:00,16:49:00,6.58
O089007,D00132,20:43:00,21:06:00,3.13
O089008,D01722,17:32:00,17:48:00,6.97
O089009,D01712,14:13:00,14:48:00,1.07
O089010,D00929,20:10:00,20:41:00,3.99
O089011,D01784,20:34:00,20:46:00,2.43
O089012,D00106,15:11:00,15:35:00,6.52
O089013,D00136,13:13:00,13:40:00,1.34
O089014,D00878,19:13:00,19:36:00,2.98
O089015,D01063,12:13:00,12:30:00,7.07
O089016,D01040,18:14:00,18:41:00,2.34
O089017,D00229,15:01:00,15:17:00,3.89
O089018,D01759,10:09:00,10:42:00,12.63
O089019,D00993,12:09:00,12:36:00,2.67
O089020,D01036,18:29:00,18:55:00,13.06
O089021,D00424,21:14:00,21:48:00,7.68
O089022,D01310,18:38:00,19:08:00,18.0
O089023,D00395,20:20:00,20:54:00,7.81
O089024,D01614,23:00:00,23:16:00,8.15
O089025,D00280,18:26:00,18:45:00,6.03
O089026,D00717,12:41:00,12:56:00,2.81
O089027,D00391,15:36:00,15:50:00,4.66
O089028,D01134,23:20:00,23:48:00,4.0
O089029,D01731,13:01:00,13:13:00,5.55
O089032,D00106,22:37:00,23:09:00,4.8
O089033,D01736,13:56:00,14:29:00,5.35
O089034,D00542,12:17:00,12:38:00,1.49
O089035,D01076,16:25:00,16:57:00,3.02
O089036,D01176,14:06:00,14:34:00,3.98
O089037,D00322,13:52:00,14:19:00,4.49
O089038,D00903,15:45:00,16:09:00,1.4
O089039,D00531,20:51:00,21:17:00,5.59
O089040,D01445,22:57:00,23:20:00,0.92
O089042,D00065,10:09:00,10:41:00,3.17
O089043,D00889,16:02:00,16:18:00,1.83
O089044,D00809,13:31:00,13:59:00,3.94
O089045,D00544,19:37:00,19:49:00,1.7
O089046,D01143,12:45:00,13:17:00,6.59
O089047,D00729,11:01:00,11:35:00,6.28
O089048,D00675,10:20:00,10:45:00,1.2
O089049,D01325,17:43:00,18:18:00,1.53
O089050,D00573,18:07:00,18:48:00,3.46
O089051,D00146,19:15:00,19:37:00,3.21
O089052,D00680,16:12:00,16:46:00,3.13
O089053,D01419,11:20:00,11:43:00,5.11
O089054,D00903,17:07:00,17:20:00,3.57
O089056,D00485,12:20:00,12:32:00,1.22
O089057,D01311,17:31:00,17:51:00,10.26
O089059,D01572,10:01:00,10:29:00,2.42
O089060,D01289,18:52:00,19:04:00,1.98
O089061,D00074,11:52:00,12:27:00,0.66
O089062,D01312,22:25:00,22:49:00,5.21
O089063,D01962,21:59:00,22:25:00,3.77
O089064,D00444,15:57:00,16:10:00,7.85
O089065,D00548,12:49:00,13:30:00,10.32
O089066,D00650,15:09:00,15:35:00,2.58
O089067,D00368,17:04:00,17:31:00,5.36
O089068,D00592,22:38:00,23:03:00,3.77
O089069,D00889,19:35:00,19:49:00,6.91
O089071,D00391,12:57:00,13:16:00,5.5
O089072,D01257,23:59:00,00:26:00,2.59
O089073,D01377,12:00:00,12:21:00,1.4
O089074,D00289,10:34:00,11:10:00,0.53
O089075,D00162,18:43:00,19:10:00,8.2
O089076,D00564,15:25:00,15:37:00,4.9
O089077,D01774,11:24:00,11:52:00,1.83
O089078,D01850,14:10:00,14:33:00,2.19
O089079,D01102,20:44:00,21:06:00,10.51
O089080,D01019,23:17:00,23:41:00,3.36
O089081,D00528,19:23:00,20:03:00,6.92
O089082,D01934,15:43:00,16:07:00,0.55
O089083,D00031,13:39:00,14:04:00,3.28
O089084,D00857,21:24:00,21:48:00,0.51
O089085,D01003,10:44:00,11:10:00,3.2
O089086,D01181,22:07:00,22:22:00,4.79
O089087,D00479,14:48:00,15:24:00,10.3
O089088,D01453,10:33:00,10:49:00,7.97
O089089,D00309,15:48:00,16:09:00,4.46
O089090,D01086,14:36:00,15:08:00,6.58
O089091,D01782,16:23:00,16:44:00,4.87
O089092,D00362,13:31:00,13:49:00,0.95
O089093,D00393,11:41:00,12:23:00,2.41
O089094,D01057,20:01:00,20:21:00,1.75
O089095,D00425,23:03:00,23:39:00,4.0
O089096,D00012,15:28:00,15:51:00,1.53
O089097,D00515,17:12:00,17:41:00,1.67
O089099,D01742,19:19:00,19:33:00,3.96
O089101,D01376,23:31:00,23:43:00,0.5
O089102,D00190,19:13:00,19:45:00,2.62
O089103,D00489,22:11:00,22:26:00,2.12
O089104,D00199,18:39:00,19:12:00,2.89
O089105,D00241,13:19:00,13:54:00,1.97
O089106,D00186,22:10:00,22:40:00,2.65
O089107,D00318,20:51:00,21:21:00,5.91
O089108,D00188,10:38:00,10:57:00,3.21
O089109,D00999,21:04:00,21:44:00,3.68
O089110,D00013,13:33:00,14:12:00,7.13
O089111,D00438,13:50:00,14:24:00,2.14
O089112,D01579,21:51:00,22:39:00,4.74
O089113,D00681,15:48:00,16:08:00,3.67
O089114,D00843,12:17:00,12:43:00,3.54
O089115,D01133,13:34:00,14:00:00,1.83
O089117,D00647,10:40:00,11:04:00,0.78
O089119,D01435,17:46:00,18:10:00,2.23
O089120,D00791,22:53:00,23:22:00,8.93
O089121,D01251,22:58:00,23:31:00,3.39
O089122,D00626,17:58:00,18:17:00,5.64
O089123,D01519,23:55:00,00:15:00,6.18
O089124,D01139,15:55:00,16:30:00,3.97
O089125,D01402,10:26:00,10:52:00,3.48
O089126,D00405,15:00:00,15:29:00,4.22
O089127,D00139,17:06:00,17:32:00,6.62
O089128,D00898,19:44:00,20:12:00,1.85
O089129,D01463,10:33:00,11:02:00,2.46
O089130,D01972,11:51:00,12:15:00,2.43
O089131,D00397,22:30:00,22:57:00,10.24
O089132,D01907,14:31:00,14:43:00,3.4
O089133,D01203,16:29:00,17:03:00,10.87
O089134,D01323,14:13:00,14:40:00,3.07
O089135,D01046,15:59:00,16:20:00,4.7
O089136,D01428,21:26:00,22:11:00,2.83
O089137,D00577,23:23:00,23:44:00,0.5
O089138,D01669,21:10:00,21:40:00,11.89
O089139,D00038,21:57:00,22:24:00,7.89
O089140,D01183,17:07:00,17:29:00,6.28
O089141,D01853,10:13:00,10:31:00,2.58
O089143,D01133,22:18:00,22:43:00,3.08
O089144,D01203,16:23:00,16:55:00,3.96
O089145,D00673,15:17:00,15:36:00,8.3
O089146,D01386,22:39:00,22:58:00,5.52
O089147,D01254,16:33:00,16:45:00,1.18
O089148,D01682,17:53:00,18:06:00,1.47
O089149,D01327,20:35:00,21:11:00,4.7
O089150,D01860,18:32:00,19:02:00,1.05
O089152,D00389,20:19:00,20:36:00,4.52
O089153,D01090,10:10:00,10:37:00,2.6
O089154,D01937,10:58:00,11:23:00,3.44
O089155,D01061,11:31:00,12:02:00,3.32
O089156,D01530,23:02:00,23:28:00,4.99
O089157,D01031,21:26:00,21:54:00,4.44
O089158,D00933,21:20:00,21:43:00,2.75
O089160,D01121,16:25:00,16:42:00,3.06
O089161,D01016,23:33:00,23:52:00,5.02
O089162,D01917,11:13:00,11:59:00,7.57
O089163,D00828,17:21:00,17:56:00,5.51
O089164,D01159,19:41:00,20:21:00,2.36
O089165,D01521,10:35:00,11:01:00,6.11
O089166,D01090,16:27:00,16:51:00,1.05
O089167,D01420,17:34:00,18:06:00,3.01
O089168,D01309,16:35:00,16:53:00,3.79
O089169,D01117,15:16:00,15:28:00,2.38
O089171,D01926,13:32:00,14:07:00,4.68
O089172,D00635,20:43:00,21:14:00,7.3
O089173,D00890,13:47:00,14:03:00,3.24
O089174,D01547,11:42:00,12:03:00,2.33
O089176,D01592,23:54:00,00:21:00,7.74
O089177,D01089,13:00:00,13:20:00,1.6
O089178,D00757,12:20:00,12:37:00,4.32
O089179,D00407,11:02:00,11:20:00,8.5
O089180,D01405,13:11:00,13:27:00,9.62
O089181,D01083,18:50:00,19:21:00,0.57
O089182,D00628,19:42:00,20:08:00,4.41
O089183,D00625,18:26:00,19:11:00,7.7
O089184,D01949,20:36:00,20:59:00,0.52
O089185,D01596,19:26:00,19:55:00,1.78
O089186,D01235,19:33:00,19:46:00,0.56
O089187,D00491,19:46:00,20:10:00,13.48
O089188,D01680,23:42:00,23:54:00,0.5
O089189,D01348,20:52:00,21:25:00,1.64
O089190,D01779,15:08:00,15:30:00,3.58
O089191,D01702,18:10:00,18:22:00,7.58
O089192,D01792,14:50:00,15:12:00,0.77
O089193,D02000,18:34:00,18:58:00,4.08
O089194,D01936,18:43:00,19:13:00,5.39
O089197,D01583,20:45:00,21:04:00,4.33
O089198,D01024,14:45:00,15:10:00,4.04
O089199,D00048,22:55:00,23:11:00,9.9
O089200,D01617,22:30:00,22:47:00,2.83
O089201,D00781,14:52:00,15:28:00,4.48
O089202,D01411,11:11:00,11:38:00,3.11
O089204,D00708,14:21:00,14:40:00,2.06
O089205,D00195,19:48:00,20:18:00,3.42
O089206,D00456,19:10:00,19:50:00,6.2
O089207,D00884,11:46:00,11:58:00,5.73
O089208,D01256,15:45:00,16:11:00,4.31
O089209,D01127,14:00:00,14:39:00,3.78
O089210,D01333,15:22:00,15:36:00,10.49
O089211,D00726,17:10:00,17:46:00,5.11
O089212,D01827,18:29:00,19:02:00,5.6
O089213,D01789,23:37:00,00:15:00,0.87
O089214,D00022,13:57:00,14:14:00,3.42
O089215,D00544,22:09:00,22:34:00,5.87
O089217,D00659,14:05:00,14:19:00,1.97
O089218,D01736,23:17:00,23:40:00,3.3
O089219,D01373,21:29:00,21:52:00,4.12
O089220,D00273,16:10:00,16:43:00,2.8
O089221,D01759,17:55:00,18:08:00,6.31
O089223,D00172,22:25:00,22:53:00,4.03
O089224,D01364,21:45:00,21:57:00,1.11
O089226,D00369,19:04:00,19:20:00,7.25
O089227,D00008,18:00:00,18:21:00,1.42
O089228,D00136,15:57:00,16:31:00,1.51
O089230,D00442,21:55:00,22:14:00,5.79
O089231,D01794,16:02:00,16:25:00,2.05
O089232,D00956,11:15:00,11:40:00,8.05
O089233,D01250,21:17:00,21:37:00,2.0
O089234,D01891,15:24:00,16:04:00,4.04
O089235,D01513,19:25:00,19:43:00,3.15
O089236,D00204,21:16:00,21:49:00,6.52
O089237,D01444,14:32:00,14:51:00,5.52
O089238,D01171,15:04:00,15:35:00,2.68
O089240,D01873,18:54:00,19:22:00,2.15
O089241,D00775,22:34:00,22:46:00,4.0
O089242,D00590,10:00:00,10:21:00,6.18
O089243,D00226,19:36:00,20:07:00,4.44
O089244,D00572,21:07:00,21:24:00,8.48
O089245,D00750,22:46:00,23:14:00,7.06
O089246,D01167,10:44:00,11:16:00,1.55
O089247,D00888,11:18:00,11:47:00,0.69
O089248,D00243,16:42:00,17:16:00,1.28
O089249,D01639,21:49:00,22:01:00,6.8
O089250,D01692,19:08:00,19:34:00,10.42
O089251,D01801,12:44:00,13:05:00,6.79
O089252,D01979,11:35:00,11:49:00,2.58
O089255,D00146,18:30:00,18:47:00,3.57
O089257,D01818,23:45:00,00:04:00,6.44
O089258,D00496,17:27:00,17:45:00,1.32
O089259,D01724,21:20:00,21:49:00,2.66
O089260,D01417,13:07:00,13:46:00,5.72
O089261,D01883,21:25:00,21:37:00,0.5
O089262,D00353,11:40:00,12:04:00,1.16
O089263,D01930,21:40:00,22:00:00,4.34
O089264,D01590,13:38:00,14:23:00,0.74
O089265,D01328,23:38:00,00:11:00,3.3
O089266,D00740,14:36:00,15:09:00,3.68
O089267,D00400,21:52:00,22:20:00,5.9
O089268,D00135,16:52:00,17:22:00,8.88
O089269,D01780,19:09:00,19:34:00,8.27
O089270,D01013,14:59:00,15:21:00,5.56
O089272,D01465,13:06:00,13:20:00,4.48
O089274,D00911,10:31:00,11:04:00,11.59
O089275,D00432,12:59:00,13:29:00,3.19
O089276,D00439,17:36:00,17:48:00,3.25
O089277,D01699,16:12:00,16:34:00,1.72
O089278,D01642,16:36:00,17:07:00,1.87
O089279,D00835,12:06:00,12:28:00,7.26
O089280,D00020,12:03:00,12:29:00,7.77
O089281,D01397,10:46:00,11:10:00,7.82
O089283,D00191,21:07:00,21:19:00,2.12
O089284,D01315,18:38:00,19:01:00,0.85
O089285,D01840,11:15:00,11:45:00,11.67
O089287,D00916,15:32:00,15:57:00,4.55
O089288,D01578,18:18:00,18:41:00,8.0
O089289,D01399,16:59:00,17:26:00,2.52
O089290,D00126,22:09:00,22:21:00,5.54
O089291,D00152,20:19:00,20:47:00,6.94
O089292,D00991,11:12:00,11:47:00,1.41
O089293,D00236,10:22:00,10:44:00,4.54
O089294,D01470,16:33:00,16:55:00,6.38
O089295,D00146,11:59:00,12:20:00,3.23
O089297,D01082,15:51:00,16:10:00,1.82
O089298,D01909,18:02:00,18:22:00,3.34
O089299,D01616,13:20:00,13:44:00,1.86
O089300,D00791,13:31:00,13:53:00,2.82
O089301,D01607,20:01:00,20:13:00,5.29
O089302,D00625,12:29:00,12:47:00,1.17
O089303,D00146,17:25:00,17:47:00,6.06
O089304,D01898,20:16:00,20:47:00,10.45
O089305,D00607,12:31:00,12:50:00,0.5
O089306,D00138,13:20:00,13:40:00,2.17
O089307,D01946,13:15:00,13:39:00,1.57
O089308,D00972,10:05:00,10:26:00,6.11
O089309,D00677,12:49:00,13:10:00,4.04
O089310,D01683,12:23:00,12:49:00,2.17
O089311,D01667,22:53:00,23:29:00,3.85
O089312,D00900,15:43:00,16:17:00,5.53
O089313,D00263,15:10:00,15:39:00,3.13
O089314,D01631,22:01:00,22:42:00,6.56
O089316,D00503,19:53:00,20:32:00,5.31
O089317,D00109,18:00:00,18:20:00,5.32
O089318,D00141,16:31:00,16:47:00,3.65
O089319,D01768,22:52:00,23:04:00,5.01
O089320,D00853,10:45:00,11:10:00,2.57
O089321,D00603,21:20:00,21:48:00,5.85
O089322,D01963,13:10:00,13:44:00,4.56
O089323,D00069,13:07:00,13:29:00,1.85
O089325,D00242,17:01:00,17:26:00,4.72
O089326,D01204,10:28:00,10:50:00,0.65
O089327,D00004,23:21:00,23:51:00,5.67
O089328,D00225,13:59:00,14:13:00,1.25
O089329,D01689,23:53:00,00:06:00,3.83
O089330,D01315,13:04:00,13:32:00,3.35
O089331,D01274,16:39:00,17:15:00,2.4
O089332,D00369,22:10:00,22:39:00,3.24
O089333,D01102,16:15:00,17:00:00,7.99
O089334,D00540,13:08:00,13:40:00,3.22
O089336,D00322,21:27:00,21:54:00,10.88
O089337,D00206,15:08:00,15:35:00,3.48
O089338,D01358,12:54:00,13:29:00,4.61
O089339,D01521,11:51:00,12:24:00,5.41
O089340,D00707,17:22:00,18:08:00,1.62
O089341,D01683,19:43:00,20:00:00,1.77
O089342,D00686,13:42:00,13:56:00,0.99
O089344,D00510,17:09:00,17:34:00,7.63
O089345,D00836,12:47:00,13:29:00,10.61
O089346,D01471,12:01:00,12:40:00,5.95
O089347,D01294,16:01:00,16:19:00,6.95
O089349,D00785,20:21:00,20:46:00,5.81
O089350,D00019,15:02:00,15:34:00,1.02
O089351,D01838,11:33:00,12:13:00,2.59
O089352,D00970,14:14:00,14:43:00,7.16
O089353,D00246,17:56:00,18:25:00,13.29
O089354,D01254,22:26:00,22:45:00,5.78
O089355,D00490,18:29:00,18:56:00,5.77
O089356,D00539,15:46:00,16:06:00,8.68
O089357,D00631,22:47:00,23:04:00,18.0
O089358,D01723,17:24:00,17:50:00,2.53
O089359,D00549,20:02:00,20:48:00,8.78
O089360,D01258,12:36:00,12:53:00,2.37
O089361,D00158,23:03:00,23:20:00,4.47
O089362,D01779,23:24:00,23:45:00,2.59
O089363,D01817,10:02:00,10:34:00,1.8
O089364,D01161,14:18:00,14:52:00,4.26
O089365,D00164,19:49:00,20:16:00,2.85
O089366,D00317,16:36:00,17:07:00,0.88
O089367,D00192,13:11:00,13:39:00,6.79
O089368,D00875,20:57:00,21:26:00,6.2
O089369,D01424,21:39:00,22:08:00,11.28
O089370,D01267,16:55:00,17:07:00,5.13
O089371,D01730,13:49:00,14:08:00,7.33
O089372,D00460,15:24:00,15:57:00,6.72
O089373,D01162,18:14:00,18:37:00,5.36
O089374,D01855,10:58:00,11:10:00,2.5
O089375,D00115,15:41:00,16:01:00,1.77
O089376,D00754,10:19:00,10:44:00,4.24
O089377,D00154,16:55:00,17:20:00,2.14
O089378,D01534,23:48:00,00:05:00,8.39
O089379,D01378,21:00:00,21:12:00,0.79
O089380,D01887,22:25:00,23:00:00,1.26
O089381,D01958,16:23:00,16:41:00,5.57
O089382,D00275,14:25:00,14:49:00,8.01
O089383,D00390,21:40:00,22:03:00,1.6
O089384,D00440,10:53:00,11:05:00,2.99
O089385,D00661,15:51:00,16:16:00,1.88
O089386,D01113,22:37:00,22:59:00,4.34
O089387,D01351,15:49:00,16:18:00,1.3
O089388,D00035,11:47:00,12:08:00,3.84
O089389,D00678,13:00:00,13:22:00,3.92
O089390,D01889,11:13:00,11:37:00,1.13
O089391,D00887,15:36:00,15:59:00,2.84
O089392,D00901,19:41:00,19:59:00,4.95
O089393,D01469,13:50:00,14:22:00,2.49
O089394,D00416,20:06:00,20:23:00,9.03
O089395,D01341,10:22:00,10:37:00,0.77
O089396,D00170,19:12:00,19:51:00,5.32
O089397,D00234,17:38:00,18:01:00,4.42
O089398,D00944,18:49:00,19:02:00,3.46
O089399,D00356,13:57:00,14:31:00,7.54
O089400,D01427,22:42:00,23:13:00,0.99
O089401,D00853,10:28:00,10:53:00,4.76
O089402,D01786,19:13:00,19:33:00,6.38
O089403,D01131,21:19:00,21:33:00,5.86
O089404,D01747,17:40:00,17:52:00,1.82
O089405,D00481,20:59:00,21:15:00,4.54
O089406,D01056,22:49:00,23:09:00,5.65
O089407,D01791,16:08:00,16:29:00,4.38
O089408,D00203,17:44:00,18:18:00,6.88
O089409,D01790,19:57:00,20:16:00,5.22
O089410,D01284,22:44:00,23:13:00,7.18
O089411,D00380,21:08:00,21:23:00,7.05
O089412,D00271,15:29:00,15:54:00,5.56
O089413,D00276,15:21:00,15:54:00,1.95
O089414,D00760,16:43:00,17:06:00,6.93
O089415,D00610,21:31:00,21:56:00,6.72
O089416,D00682,12:39:00,12:55:00,4.62
O089417,D01965,21:41:00,22:00:00,2.06
O089419,D00281,21:38:00,22:03:00,2.91
O089420,D01290,16:51:00,17:39:00,4.52
O089421,D01735,22:37:00,22:55:00,1.33
O089423,D01278,10:23:00,10:54:00,3.87
O089424,D01799,21:26:00,21:43:00,1.49
O089426,D01374,17:27:00,17:50:00,0.92
O089427,D00101,22:40:00,22:52:00,2.57
O089429,D00706,22:39:00,23:08:00,12.62
O089430,D00187,11:15:00,11:33:00,3.09
O089431,D00319,23:03:00,23:29:00,1.15
O089432,D01458,21:17:00,21:52:00,3.41
O089433,D01016,22:28:00,22:52:00,1.85
O089434,D00473,14:51:00,15:03:00,1.63
O089435,D00233,19:39:00,20:12:00,9.47
O089437,D01386,12:45:00,13:20:00,6.93
O089438,D00164,20:58:00,21:27:00,4.06
O089439,D01129,12:23:00,12:45:00,4.82
O089441,D00968,13:34:00,14:01:00,10.05
O089442,D00553,18:19:00,18:45:00,2.43
O089443,D00117,18:56:00,19:08:00,11.97
O089445,D00097,22:12:00,22:30:00,9.12
O089447,D00027,10:51:00,11:10:00,7.5
O089448,D01387,20:59:00,21:31:00,4.68
O089449,D00410,20:18:00,20:58:00,0.86
O089450,D00032,15:35:00,16:17:00,7.9
O089451,D00974,15:37:00,16:09:00,2.56
O089452,D01946,15:35:00,16:05:00,1.71
O089453,D01492,20:54:00,21:16:00,2.51
O089454,D01267,21:09:00,21:31:00,3.72
O089455,D00809,22:24:00,22:36:00,3.64
O089456,D00979,12:00:00,12:30:00,1.85
O089457,D01967,18:06:00,18:34:00,3.38
O089458,D01697,23:46:00,00:17:00,7.64
O089459,D01170,21:56:00,22:38:00,5.03
O089460,D01091,18:20:00,18:43:00,10.17
O089461,D01966,17:44:00,18:00:00,2.42
O089462,D01820,12:12:00,12:44:00,3.06
O089463,D01648,11:31:00,11:58:00,2.28
O089464,D00458,15:05:00,15:41:00,13.01
O089465,D01021,18:54:00,19:12:00,0.66
O089466,D01375,23:00:00,23:22:00,8.68
O089467,D00914,10:41:00,11:03:00,2.57
O089468,D01257,14:14:00,14:31:00,6.45
O089469,D01194,21:48:00,22:12:00,2.55
O089470,D00166,16:08:00,16:28:00,0.86
O089471,D01859,18:21:00,18:33:00,2.9
O089472,D01053,17:01:00,17:35:00,2.19
O089475,D01097,13:27:00,13:52:00,8.79
O089476,D01410,14:31:00,15:24:00,4.48
O089477,D00585,17:56:00,18:25:00,2.15
O089478,D00178,22:55:00,23:24:00,2.08
O089479,D01418,19:49:00,20:29:00,2.07
O089480,D00585,17:12:00,17:37:00,1.59
O089482,D00322,13:45:00,14:16:00,3.08
O089483,D00250,20:52:00,21:23:00,5.63
O089484,D00021,20:52:00,21:24:00,3.94
O089485,D01157,18:10:00,18:28:00,4.1
O089486,D01269,17:01:00,17:14:00,6.08
O089487,D01144,17:14:00,17:38:00,3.98
O089488,D00542,17:00:00,17:31:00,8.92
O089489,D00396,13:31:00,13:58:00,1.0
O089490,D00385,10:49:00,11:20:00,1.86
O089491,D01737,13:06:00,13:33:00,5.17
O089494,D01009,12:47:00,13:17:00,6.61
O089495,D00208,17:06:00,17:23:00,6.31
O089496,D01234,17:43:00,18:06:00,8.54
O089497,D00971,11:53:00,12:23:00,6.41
O089499,D01538,20:02:00,20:24:00,0.78
O089500,D00890,23:21:00,23:47:00,5.28
O089501,D01614,22:39:00,23:03:00,3.91
O089502,D01803,19:29:00,19:41:00,6.79
O089503,D00803,14:00:00,14:28:00,3.89
O089504,D01535,21:23:00,21:50:00,6.77
O089506,D01190,16:21:00,16:35:00,1.34
O089507,D01295,11:29:00,11:56:00,0.86
O089509,D00431,23:37:00,00:14:00,2.89
O089510,D01282,23:52:00,00:27:00,2.24
O089511,D00278,22:55:00,23:24:00,5.17
O089512,D01653,21:33:00,21:57:00,5.26
O089514,D01763,17:22:00,17:45:00,7.21
O089516,D00263,23:06:00,23:20:00,7.5
O089517,D01705,18:09:00,18:25:00,3.04
O089518,D00639,12:51:00,13:11:00,4.83
O089519,D00468,21:56:00,22:17:00,6.53
O089520,D01019,23:31:00,23:48:00,4.23
O089521,D00710,18:36:00,19:06:00,8.87
O089522,D01870,11:00:00,11:30:00,4.34
O089523,D01990,18:49:00,19:11:00,1.55
O089524,D00372,12:29:00,12:53:00,1.71
O089525,D00852,16:07:00,16:43:00,2.07
O089526,D01645,10:36:00,10:56:00,0.77
O089527,D01343,19:41:00,20:03:00,4.38
O089528,D01804,17:53:00,18:07:00,1.88
O089529,D00398,16:47:00,17:20:00,5.27
O089530,D01583,15:31:00,15:51:00,12.66
O089531,D01642,17:38:00,18:13:00,1.66
O089532,D00594,10:15:00,10:55:00,9.6
O089534,D00107,23:14:00,23:48:00,4.23
O089535,D01201,23:49:00,00:12:00,7.01
O089536,D00744,14:44:00,15:10:00,0.75
O089537,D01745,19:38:00,19:56:00,7.63
O089539,D01590,15:05:00,15:22:00,9.81
O089540,D00609,13:50:00,14:12:00,3.85
O089541,D01041,17:15:00,17:39:00,2.76
O089542,D01209,17:36:00,18:02:00,1.11
O089543,D00785,16:02:00,16:27:00,4.55
O089545,D01060,21:14:00,21:29:00,1.62
O089546,D00592,14:57:00,15:18:00,1.42
O089547,D01208,15:34:00,15:55:00,4.51
O089548,D01334,16:52:00,17:16:00,3.97
O089549,D00059,13:33:00,13:53:00,7.58
O089550,D00488,12:51:00,13:21:00,0.5
O089551,D01497,18:53:00,19:27:00,0.9
O089552,D00555,10:01:00,10:30:00,0.92
O089553,D01224,13:56:00,14:28:00,1.78
O089555,D00716,11:32:00,12:04:00,2.06
O089556,D01961,14:03:00,14:21:00,7.04
O089557,D01347,11:27:00,11:39:00,3.14
O089558,D01145,10:22:00,10:44:00,1.78
O089559,D00670,16:10:00,16:33:00,0.95
O089560,D00806,14:22:00,14:47:00,6.34
O089561,D01509,10:59:00,11:25:00,0.92
O089562,D00924,10:14:00,10:55:00,4.38
O089563,D00226,23:30:00,23:45:00,8.04
O089564,D01358,14:49:00,15:07:00,1.13
O089565,D00490,15:06:00,15:24:00,3.45
O089566,D00613,23:24:00,23:59:00,12.05
O089567,D01749,20:40:00,21:15:00,4.25
O089568,D00365,20:39:00,20:53:00,3.23
O089569,D00212,21:23:00,21:49:00,1.26
O089570,D00375,22:08:00,22:27:00,2.73
O089571,D01967,10:20:00,10:42:00,2.15
O089572,D00537,18:54:00,19:06:00,5.68
O089573,D00468,11:07:00,11:19:00,0.78
O089574,D01774,15:46:00,16:15:00,3.48
O089575,D01897,22:18:00,22:45:00,1.67
O089576,D00256,19:05:00,19:26:00,5.91
O089577,D01994,10:55:00,11:20:00,4.11
O089578,D01865,18:09:00,18:35:00,3.89
O089579,D01734,14:00:00,14:22:00,6.51
O089580,D00088,21:45:00,22:17:00,2.56
O089581,D01937,11:43:00,12:06:00,3.22
O089582,D01485,23:56:00,00:28:00,6.72
O089584,D00776,23:09:00,23:37:00,3.18
O089585,D00983,16:36:00,16:56:00,4.71
O089586,D00120,18:57:00,19:25:00,5.42
O089588,D01519,14:18:00,14:41:00,3.86
O089589,D00549,13:41:00,14:07:00,5.52
O089590,D01422,13:52:00,14:29:00,2.48
O089591,D00757,17:16:00,17:44:00,2.36
O089592,D01862,11:57:00,12:31:00,5.29
O089593,D00442,21:06:00,21:31:00,1.35
O089594,D01773,11:53:00,12:22:00,2.11
O089595,D01792,16:02:00,16:25:00,4.38
O089596,D01001,19:45:00,19:57:00,2.82
O089598,D00685,23:15:00,23:43:00,2.28
O089599,D01939,20:40:00,21:04:00,6.5
O089600,D01903,18:58:00,19:32:00,2.25
O089601,D00673,15:00:00,15:32:00,3.18
O089602,D00345,13:15:00,13:35:00,17.06
O089603,D01938,18:39:00,19:04:00,5.26
O089605,D00785,18:09:00,18:39:00,5.76
O089606,D01511,20:03:00,20:34:00,1.12
O089607,D01721,10:50:00,11:19:00,4.57
O089608,D01800,14:06:00,14:31:00,4.15
O089609,D01906,22:20:00,22:45:00,4.07
O089610,D01391,10:24:00,10:50:00,3.86
O089611,D00862,11:39:00,11:59:00,1.76
